date,home_team,away_team,elo_diff,form_diff,h2h_home_rate,neutral_venue,result
2021-09-04,Faroe Islands,Denmark,-92.15663086575137,-1.7999999999999998,0.0,0,A
2021-09-05,Iceland,North Macedonia,-58.63792632092873,0.5999999999999999,0.5,0,D
2021-09-05,Germany,Armenia,2.5643346882143305,-0.20000000000000018,0.5,0,H
2021-09-05,Romania,Liechtenstein,41.65518047746809,0.6,0.5,0,H
2021-09-05,Ecuador,Chile,16.683545363461235,0.3999999999999999,0.5,0,D
2021-09-05,Paraguay,Colombia,-10.94150409935719,-0.3999999999999999,0.5,0,D
2021-09-05,El Salvador,Honduras,43.63793958431302,-0.3999999999999999,0.5,0,D
2021-09-05,Peru,Venezuela,21.76156306066582,0.6,1.0,0,H
2021-09-05,Costa Rica,Mexico,-99.41380808434496,-0.7999999999999998,0.0,0,A
2021-09-05,Jamaica,Panama,-42.89524195668673,0.19999999999999996,0.5,0,A
2021-09-05,United States,Canada,50.69512912338246,1.2000000000000002,1.0,0,D
2021-09-05,San Marino,Poland,-85.87696786185506,-1.0,0.5,0,A
2021-09-05,Uruguay,Bolivia,73.83407198553164,1.6,1.0,0,H
2021-09-05,Albania,Hungary,-26.152252986710437,0.20000000000000007,0.5,0,H
2021-09-05,Sweden,Uzbekistan,54.70772194484198,0.19999999999999996,0.5,0,H
2021-09-05,Belgium,Czech Republic,71.33047760506747,1.0,0.5,0,H
2021-09-05,Belarus,Wales,-53.74847149517586,-0.19999999999999996,0.5,1,A
2021-09-05,Switzerland,Italy,-77.80172707044085,-0.19999999999999996,0.0,0,D
2021-09-05,Bulgaria,Lithuania,-8.905993096349903,0.6,0.5,0,H
2021-09-05,Spain,Georgia,78.25290082709785,0.8,1.0,0,H
2021-09-05,Kosovo,Greece,-47.2150967994703,0.7999999999999998,0.0,0,D
2021-09-05,Togo,Namibia,-42.66859126614304,-0.8,0.5,0,A
2021-09-05,Gabon,Egypt,-59.08193003193628,-1.4000000000000001,0.5,0,D
2021-09-05,Rwanda,Kenya,-10.262872792703547,-0.20000000000000018,0.5,0,D
2021-09-05,Nepal,India,-7.380427164488765,-0.19999999999999996,0.5,0,A
2021-09-05,Estonia,Northern Ireland,6.736674992215285,0.40000000000000013,0.5,0,A
2021-09-05,Bangladesh,Palestine,-47.85091401242585,-1.4,0.5,1,A
2021-09-05,England,Andorra,193.3062298971829,1.8,0.5,0,H
2021-09-06,Benin,DR Congo,13.012445447088567,0.0,0.5,0,D
2021-09-06,Uganda,Mali,-45.420386162086515,-0.9999999999999999,0.5,0,D
2021-09-06,South Africa,Ghana,30.29756360814531,0.19999999999999996,0.5,0,H
2021-09-06,Liberia,Central African Republic,24.012996786004123,0.35,0.5,1,H
2021-09-06,Djibouti,Niger,21.493216177790828,0.4,0.5,1,A
2021-09-06,Ivory Coast,Cameroon,2.183091559930972,0.6000000000000001,0.5,0,H
2021-09-07,Vietnam,Australia,-47.063670082369754,-1.6,0.5,0,A
2021-09-07,Oman,Saudi Arabia,-7.129273758479485,-0.6000000000000001,0.5,0,A
2021-09-07,Republic of Ireland,Serbia,-79.4863759563923,-0.8,0.0,0,D
2021-09-07,Azerbaijan,Portugal,-121.99814985029457,-0.5999999999999999,0.0,0,A
2021-09-07,Bosnia and Herzegovina,Kazakhstan,11.075845451991881,0.6,0.5,0,D
2021-09-07,France,Finland,84.77811644807366,-0.3999999999999999,0.0,0,H
2021-09-07,Russia,Malta,25.814653620062018,0.7999999999999999,1.0,0,H
2021-09-07,Austria,Scotland,23.430145625298564,0.3999999999999999,0.5,0,A
2021-09-07,Montenegro,Latvia,29.456195761859817,-0.7999999999999999,1.0,0,D
2021-09-07,Netherlands,Turkey,44.58549724144768,1.2,0.0,0,H
2021-09-07,Norway,Gibraltar,79.06674763756428,1.8,1.0,0,H
2021-09-07,Croatia,Slovenia,-53.491540491035494,0.0,0.0,0,H
2021-09-07,Slovakia,Cyprus,51.34168419979255,0.20000000000000007,0.5,0,H
2021-09-07,China,Japan,-25.749481158809658,0.0,0.5,1,A
2021-09-07,Denmark,Israel,53.18260169200312,0.0,1.0,0,H
2021-09-07,Iraq,Iran,-31.04601238963528,-1.0,0.0,1,A
2021-09-07,Faroe Islands,Moldova,55.92996652373972,0.0,0.5,0,H
2021-09-07,Syria,United Arab Emirates,-61.30277386810576,-1.4000000000000001,0.5,1,D
2021-09-07,South Korea,Lebanon,35.74932277158291,0.6000000000000001,1.0,0,H
2021-09-07,Kyrgyzstan,Bangladesh,41.14355041208,1.3,0.5,0,H
2021-09-07,Bahrain,Jordan,63.395036229020434,1.4,0.0,0,A
2021-09-07,Luxembourg,Qatar,-69.69855695678893,-0.6,0.0,0,D
2021-09-07,Burkina Faso,Algeria,-48.91057451313327,-1.6,0.5,1,D
2021-09-07,Zambia,Tunisia,-37.540128403513336,-1.0,0.5,0,A
2021-09-07,Equatorial Guinea,Mauritania,-0.4324117295002452,0.0,0.5,0,H
2021-09-07,Comoros,Burundi,-17.76764354480315,-0.20000000000000018,0.5,0,H
2021-09-07,Malawi,Mozambique,-15.540904960291982,-1.2000000000000002,0.0,1,H
2021-09-07,Angola,Libya,35.41518793469322,0.20000000000000007,0.5,0,A
2021-09-07,Ethiopia,Zimbabwe,33.48157325039506,0.7999999999999999,0.5,0,H
2021-09-07,Congo,Senegal,-49.92742909771073,-1.0000000000000002,0.5,0,A
2021-09-07,Sudan,Guinea-Bissau,-1.1269276007417375,-0.19999999999999996,0.5,0,A
2021-09-07,Tanzania,Madagascar,21.41089741033238,0.9999999999999999,0.5,0,H
2021-09-07,Cape Verde,Nigeria,5.240544137255483,0.20000000000000018,0.5,0,A
2021-09-08,Hungary,Andorra,105.8408386646247,-0.4,1.0,0,H
2021-09-08,Honduras,United States,-132.8432334470656,-1.2000000000000002,0.0,0,A
2021-09-08,Canada,El Salvador,43.90675089800311,0.4,0.5,0,H
2021-09-08,Costa Rica,Jamaica,-5.9579424061803365,0.4,1.0,0,D
2021-09-08,North Macedonia,Romania,16.982286364194124,-0.7999999999999999,0.0,0,D
2021-09-08,Armenia,Liechtenstein,90.25881867198564,1.0,1.0,0,D
2021-09-08,Iceland,Germany,-91.71866003528476,-1.0,0.0,0,A
2021-09-08,Poland,England,-117.10421289043825,-1.2000000000000002,0.0,0,D
2021-09-08,Albania,San Marino,116.12667447493959,1.4,1.0,0,H
2021-09-08,Panama,Mexico,-47.44591275842595,-0.7999999999999998,0.0,0,D
2021-09-08,Wales,Estonia,85.55360082852962,-0.40000000000000013,0.5,0,D
2021-09-08,Czech Republic,Ukraine,34.957905777794394,0.19999999999999996,0.5,0,D
2021-09-08,Belarus,Belgium,-145.83485805863438,-1.7999999999999998,0.0,1,A
2021-09-08,Guatemala,Nicaragua,37.79714185015109,-0.3999999999999999,1.0,0,D
2021-09-08,Bulgaria,Georgia,-13.90642353229282,0.19999999999999996,0.5,0,H
2021-09-08,Greece,Sweden,-25.565717890455062,-1.2,0.5,0,H
2021-09-08,Northern Ireland,Switzerland,-79.67754393188079,0.19999999999999996,0.5,0,D
2021-09-08,Italy,Lithuania,178.72254365032973,1.4,1.0,0,H
2021-09-08,Kosovo,Spain,-70.31759523722053,0.3999999999999999,0.0,0,A
2021-09-09,Colombia,Chile,16.348199335058325,0.9999999999999999,0.5,0,H
2021-09-09,Paraguay,Venezuela,48.285275729503155,0.6,1.0,0,H
2021-09-09,Uruguay,Ecuador,17.361138607098155,1.0000000000000002,0.0,0,H
2021-09-09,Argentina,Bolivia,148.9961865849491,2.4,1.0,0,H
2021-09-09,Brazil,Peru,107.2826604431068,1.0,1.0,0,H
2021-09-24,El Salvador,Guatemala,-22.589799259721303,0.0,1.0,1,A
2021-09-30,Egypt,Liberia,46.39440127077751,1.0000000000000002,0.5,0,H
2021-10-01,Sri Lanka,Bangladesh,27.55445076456931,-0.2,0.5,1,A
2021-10-01,Maldives,Nepal,7.547995135614428,-0.46666666666666673,0.5,0,A
2021-10-04,Sri Lanka,Nepal,-14.600219125685726,-0.8,0.5,1,A
2021-10-04,Bangladesh,India,-37.3102503137186,-1.0,0.0,1,D
2021-10-06,Sudan,Guinea,-33.8504285884037,-0.40000000000000013,0.5,1,D
2021-10-06,Morocco,Guinea-Bissau,53.22557277905639,0.6000000000000001,0.5,0,H
2021-10-06,Bahrain,Curaçao,27.861800229615028,0.19999999999999996,0.5,0,H
2021-10-06,Jordan,Malaysia,25.51491309618541,0.6499999999999999,0.5,0,H
2021-10-06,Sierra Leone,South Sudan,21.309316055856698,0.7999999999999999,0.5,1,D
2021-10-06,Italy,Spain,56.64961052786134,-0.20000000000000018,0.5,0,A
2021-10-07,Mali,Kenya,-9.326646331115853,-0.8,0.5,1,H
2021-10-07,DR Congo,Madagascar,39.86431422463056,0.7999999999999999,0.5,0,H
2021-10-07,Tanzania,Benin,-11.948108189729965,1.0,0.5,0,A
2021-10-07,Ecuador,Bolivia,68.74126729160889,0.8,1.0,0,H
2021-10-07,Venezuela,Brazil,-163.41897232896258,-2.1999999999999997,0.0,0,A
2021-10-07,Paraguay,Argentina,-83.73553022721876,-1.6,0.0,0,D
2021-10-07,India,Sri Lanka,39.84889687914347,1.8,0.5,1,D
2021-10-07,Uruguay,Colombia,16.707753833889,0.40000000000000013,1.0,0,D
2021-10-07,Indonesia,Taiwan,-6.766881875508034,0.2,0.5,1,H
2021-10-07,Belgium,France,33.94195927417218,1.0,0.5,1,A
2021-10-07,Maldives,Bangladesh,6.615625065102677,-0.55,0.5,0,H
2021-10-07,Peru,Chile,0.7846727468381687,0.6000000000000001,0.0,0,H
2021-10-07,Rwanda,Uganda,42.474952578143984,1.2000000000000002,0.5,0,A
2021-10-07,South Korea,Syria,42.82857470786939,1.2000000000000002,0.5,0,H
2021-10-07,Liberia,Cape Verde,-15.47833209621308,-0.19999999999999996,0.5,1,A
2021-10-07,Iraq,Lebanon,57.94304004992841,0.5999999999999999,0.5,1,D
2021-10-07,Saudi Arabia,Japan,1.6771081787571802,0.6000000000000001,0.5,0,H
2021-10-07,China,Vietnam,26.987512569108276,0.6000000000000001,0.5,1,H
2021-10-07,Australia,Oman,18.155304321535823,0.6000000000000001,0.5,1,H
2021-10-07,Honduras,Costa Rica,4.2402102443275,-0.19999999999999996,0.5,0,D
2021-10-07,United Arab Emirates,Iran,-38.526485445892604,-0.7999999999999998,0.5,0,A
2021-10-07,El Salvador,Panama,-33.94401330829828,-1.0,0.5,0,H
2021-10-07,Mexico,Canada,7.93219932217562,0.3999999999999999,1.0,0,D
2021-10-07,Equatorial Guinea,Zambia,10.841758305459507,0.40000000000000013,0.5,0,H
2021-10-07,Tunisia,Mauritania,64.13823694460325,1.2,0.5,0,H
2021-10-07,United States,Jamaica,144.1734413049537,2.0,1.0,0,H
2021-10-07,Nigeria,Central African Republic,64.4997869395329,1.2,0.5,0,A
2021-10-08,Germany,Romania,60.33818731948418,0.6000000000000001,1.0,0,H
2021-10-08,Egypt,Libya,79.25289797328787,1.0000000000000002,0.5,0,H
2021-10-08,Angola,Gabon,-1.4834890089912278,-0.20000000000000007,1.0,0,H
2021-10-08,Cameroon,Mozambique,53.844592834444256,0.6000000000000001,1.0,0,H
2021-10-08,Malawi,Ivory Coast,-70.54891192028776,-1.4000000000000001,0.5,1,A
2021-10-08,Djibouti,Burkina Faso,-45.717316083564356,-0.6499999999999999,0.5,1,A
2021-10-08,Algeria,Niger,92.08836761996963,1.4000000000000001,0.5,0,H
2021-10-08,Liechtenstein,North Macedonia,-73.22167351904545,-0.39999999999999997,0.0,0,A
2021-10-08,Russia,Slovakia,31.213487720206786,1.2,0.0,0,H
2021-10-08,Cyprus,Croatia,-82.27189238831056,-2.0,0.0,0,A
2021-10-08,Malta,Slovenia,-57.418651458814566,-1.0,0.0,0,A
2021-10-08,Turkey,Norway,-28.341388759765778,-1.2,1.0,0,D
2021-10-08,Latvia,Netherlands,-82.33324763055975,-1.2,0.0,0,A
2021-10-08,Gibraltar,Montenegro,-73.7151990474174,-0.39999999999999997,0.0,0,A
2021-10-08,Estonia,Belarus,-6.428021602510171,1.4,0.0,0,H
2021-10-08,Czech Republic,Wales,-10.714100454505797,0.3999999999999999,0.0,0,D
2021-10-08,Iceland,Armenia,-74.18077224253034,0.4,0.0,0,D
2021-10-09,Ghana,Zimbabwe,36.42948402188631,0.9999999999999999,0.5,0,H
2021-10-09,Togo,Congo,-34.15481752100868,-0.4,0.5,0,D
2021-10-09,Senegal,Namibia,41.00315015503975,0.6000000000000001,0.0,0,H
2021-10-09,Morocco,Guinea-Bissau,70.18540845897155,1.0,1.0,0,H
2021-10-09,Guinea,Sudan,31.90798360343979,0.8,0.5,1,D
2021-10-09,Uzbekistan,Malaysia,11.739019794468959,0.6,0.5,1,H
2021-10-09,Gambia,Sierra Leone,23.390831799531952,0.40000000000000013,0.5,1,A
2021-10-09,Portugal,Qatar,42.846160914718894,1.2,1.0,0,H
2021-10-09,Guam,Cambodia,-3.8033403015199383,0.0,0.5,1,A
2021-10-09,Ethiopia,South Africa,-33.42722398730393,-0.40000000000000013,0.5,0,A
2021-10-09,Curaçao,New Zealand,10.636680684881185,0.0,0.5,1,A
2021-10-09,Poland,San Marino,111.05695478574967,1.6,1.0,0,H
2021-10-09,Finland,Ukraine,-6.665410671793325,-0.3999999999999999,0.5,0,A
2021-10-09,Andorra,England,-206.9965778577075,-1.4000000000000001,0.0,0,A
2021-10-09,Azerbaijan,Republic of Ireland,-14.312148715494232,-0.3999999999999999,0.5,0,A
2021-10-09,Luxembourg,Serbia,-62.636183610093894,-0.8,0.0,0,A
2021-10-09,Sweden,Kosovo,67.3482743151078,0.40000000000000013,1.0,0,H
2021-10-09,Georgia,Greece,-89.1537092124961,-1.0,0.5,0,A
2021-10-09,Lithuania,Bulgaria,-27.27290907349402,-1.4,0.0,0,H
2021-10-09,Hungary,Albania,4.917414551569209,-0.3999999999999999,0.0,0,A
2021-10-09,Kazakhstan,Bosnia and Herzegovina,-10.438484429956588,-0.6,0.5,0,A
2021-10-09,Scotland,Israel,1.668061386757472,-0.40000000000000013,0.0,0,H
2021-10-09,Faroe Islands,Austria,-40.65648076788216,0.0,0.0,0,A
2021-10-09,Moldova,Denmark,-179.78773907350592,-1.7999999999999998,0.0,0,A
2021-10-09,Switzerland,Northern Ireland,75.16968651021489,-0.6000000000000001,0.5,0,H
2021-10-10,Spain,France,-16.816253481994863,0.19999999999999996,0.5,1,A
2021-10-10,Italy,Belgium,4.606642680824734,-0.6000000000000001,1.0,0,H
2021-10-10,Nepal,India,-4.9466990456542135,0.0,0.0,1,A
2021-10-10,Maldives,Sri Lanka,19.961473688544174,0.6000000000000001,0.5,0,H
2021-10-10,Chile,Paraguay,-36.52716819479383,-1.0,0.0,0,H
2021-10-10,Argentina,Uruguay,53.921236930526675,0.40000000000000013,1.0,0,H
2021-10-10,Venezuela,Ecuador,-70.75324532902619,-1.4,0.5,0,H
2021-10-10,Colombia,Brazil,-91.80750348859897,-0.5999999999999999,0.0,0,D
2021-10-10,Bolivia,Peru,-71.79725488962254,-1.2,0.5,0,H
2021-10-10,Benin,Tanzania,31.26059079991751,-0.3999999999999999,1.0,0,A
2021-10-10,Madagascar,DR Congo,-57.57955729905734,-1.0,0.0,0,H
2021-10-10,Jamaica,Canada,-105.06793533372593,-1.0,0.5,0,D
2021-10-10,Kenya,Mali,-11.21010966410563,-0.40000000000000013,0.0,0,A
2021-10-10,Cape Verde,Liberia,34.58791667530227,0.7999999999999999,1.0,0,H
2021-10-10,Central African Republic,Nigeria,-40.828954906728995,-0.5999999999999999,1.0,1,A
2021-10-10,Mauritania,Tunisia,-80.48752011602983,-1.2,0.0,0,D
2021-10-10,Zambia,Equatorial Guinea,-30.217859024796553,-0.40000000000000013,0.0,0,D
2021-10-10,Mexico,Honduras,107.96723443901033,1.0,1.0,0,H
2021-10-10,Panama,United States,-99.25342621080881,-0.6000000000000001,0.0,0,H
2021-10-10,Uganda,Rwanda,-20.042006423547264,-0.3999999999999999,1.0,0,H
2021-10-10,Costa Rica,El Salvador,-44.489956750833926,-0.19999999999999996,0.5,0,H
2021-10-11,Romania,Armenia,-34.13807488426892,0.7999999999999999,0.0,0,H
2021-10-11,Burkina Faso,Djibouti,63.100700316178745,0.7999999999999999,1.0,1,H
2021-10-11,Mozambique,Cameroon,-70.7696276865679,-1.6,0.0,1,A
2021-10-11,North Macedonia,Germany,-44.69011322167353,-1.2,1.0,0,A
2021-10-11,Gabon,Angola,-18.601906963989904,-0.3999999999999999,0.0,0,H
2021-10-11,Taiwan,Indonesia,-13.622601910131152,-0.8,0.0,1,A
2021-10-11,Ivory Coast,Malawi,86.54270041032328,1.4000000000000001,1.0,1,H
2021-10-11,Iceland,Liechtenstein,21.022542864677234,0.39999999999999997,1.0,0,H
2021-10-11,Libya,Egypt,-94.76824968754636,-1.4000000000000001,0.0,0,A
2021-10-11,Croatia,Slovakia,30.643673258958188,1.2,1.0,0,D
2021-10-11,Cyprus,Malta,-54.602734499360395,-0.6,0.0,0,D
2021-10-11,Latvia,Turkey,-28.78787110445046,-0.19999999999999996,0.5,0,A
2021-10-11,Norway,Montenegro,12.153572569006428,0.6000000000000001,1.0,0,H
2021-10-11,Netherlands,Gibraltar,143.86705777110546,1.8,1.0,0,H
2021-10-11,Estonia,Wales,-70.23265282280818,0.19999999999999996,0.5,0,A
2021-10-11,Belarus,Czech Republic,-74.07707299091498,-1.0,0.0,1,A
2021-10-11,Slovenia,Russia,12.345508945008532,0.0,0.0,0,A
2021-10-12,England,Hungary,101.86779624659061,1.4000000000000001,1.0,0,D
2021-10-12,Albania,Poland,21.85662854934094,-0.19999999999999996,0.0,0,A
2021-10-12,Niger,Algeria,-106.90807983845025,-1.4000000000000001,0.0,0,A
2021-10-12,Zimbabwe,Ghana,-54.34008572278708,-1.2,0.0,0,A
2021-10-12,South Africa,Ethiopia,51.508913664175,0.8000000000000003,1.0,0,H
2021-10-12,Namibia,Senegal,-58.65371654674209,-1.2000000000000002,0.5,1,A
2021-10-12,Jordan,Uzbekistan,22.647519179863366,-0.40000000000000013,0.0,0,H
2021-10-12,Bahrain,New Zealand,46.592003338078484,-0.6000000000000001,0.5,0,A
2021-10-12,Israel,Moldova,104.93344007614746,0.6,1.0,0,H
2021-10-12,Republic of Ireland,Qatar,-59.730838085613186,1.0,0.5,0,H
2021-10-12,South Sudan,Gambia,-32.802793911825574,-0.3999999999999999,0.5,1,A
2021-10-12,Cambodia,Guam,23.584411179488825,0.75,1.0,1,H
2021-10-12,Morocco,Guinea,58.81109248890925,1.2,0.5,0,H
2021-10-12,Congo,Togo,32.195017262412875,0.19999999999999996,0.5,0,A
2021-10-12,Denmark,Austria,62.80077354475634,1.2,1.0,0,H
2021-10-12,San Marino,Andorra,-16.916256871946644,-0.8,0.0,0,A
2021-10-12,Ukraine,Bosnia and Herzegovina,31.079244964705822,-0.40000000000000013,0.5,0,D
2021-10-12,Faroe Islands,Scotland,-57.3601561490475,-0.6000000000000001,0.0,0,A
2021-10-12,Iran,South Korea,53.630124228735895,0.3999999999999999,0.5,0,D
2021-10-12,United Arab Emirates,Iraq,3.493918040518338,0.6000000000000001,0.5,0,D
2021-10-12,Japan,Australia,-12.543127904287076,-1.2,0.5,0,H
2021-10-12,Oman,Vietnam,45.96248516366586,1.2000000000000002,0.5,0,H
2021-10-12,Saudi Arabia,China,46.673971891652855,1.2,0.5,0,H
2021-10-12,Syria,Lebanon,0.4441397593352576,-0.19999999999999996,0.5,1,A
2021-10-12,Serbia,Azerbaijan,107.10587652447475,1.8,1.0,0,H
2021-10-12,Kosovo,Georgia,25.305468130376767,1.4,1.0,0,A
2021-10-12,Sweden,Greece,4.693341410347102,-0.19999999999999996,0.0,0,H
2021-10-12,Bulgaria,Northern Ireland,-8.809617913622105,0.0,0.5,0,H
2021-10-12,Lithuania,Switzerland,-105.42463682934681,-1.2000000000000002,0.0,0,A
2021-10-12,Portugal,Luxembourg,125.57498416750173,1.5999999999999999,1.0,0,H
2021-10-12,Kazakhstan,Finland,-34.635256807258656,-0.4,0.0,0,A
2021-10-13,Maldives,India,-18.03508041825262,-0.40000000000000013,0.5,0,A
2021-10-13,El Salvador,Mexico,-85.73574930086875,-1.4000000000000001,0.0,0,A
2021-10-13,Bangladesh,Nepal,-29.034056051747257,-0.5999999999999999,0.5,1,D
2021-10-13,United States,Costa Rica,131.68455845821086,0.40000000000000013,1.0,0,H
2021-10-13,Canada,Panama,32.28486723397555,-0.20000000000000018,0.5,0,H
2021-10-13,Honduras,Jamaica,-5.347563363957761,0.19999999999999996,0.5,0,A
2021-10-14,Bolivia,Paraguay,-64.4998703697413,-0.19999999999999996,0.0,0,H
2021-10-14,Colombia,Ecuador,26.679810273844623,0.0,0.5,0,D
2021-10-14,Argentina,Peru,115.29213344492791,1.2000000000000002,1.0,0,H
2021-10-14,Brazil,Uruguay,81.93854750420701,0.3999999999999999,1.0,0,H
2021-10-14,Chile,Venezuela,36.01468617108344,0.20000000000000007,0.0,0,H
2021-10-16,India,Nepal,34.97706525610147,0.8000000000000003,1.0,1,H
2021-10-27,Mexico,Ecuador,112.68565268900488,1.2000000000000002,0.5,1,A
2021-11-05,El Salvador,Bolivia,61.50715653767725,-0.6,0.5,1,A
2021-11-09,Sri Lanka,Maldives,-29.332287169857864,-1.2,0.0,0,D
2021-11-10,Bangladesh,Seychelles,-25.19591794501025,1.0,0.5,1,D
2021-11-10,Kosovo,Jordan,-66.96991595145596,-1.0,0.5,0,A
2021-11-10,Nicaragua,Cuba,10.797796839608964,0.19999999999999996,0.5,0,A
2021-11-11,Azerbaijan,Luxembourg,-28.512849601371727,-0.6000000000000001,0.0,0,A
2021-11-11,Brazil,Colombia,95.09309459741303,1.2000000000000002,1.0,0,H
2021-11-11,Peru,Bolivia,17.336353033896557,-0.6000000000000001,0.0,0,H
2021-11-11,Paraguay,Chile,-6.370320919357255,-0.3999999999999999,0.5,0,A
2021-11-11,Ecuador,Venezuela,69.6034735920482,0.7999999999999999,0.0,0,H
2021-11-11,Romania,Iceland,37.419997356467775,1.0,0.5,0,D
2021-11-11,Armenia,North Macedonia,-0.3298171969777286,-0.6,0.5,0,A
2021-11-11,Germany,Liechtenstein,151.87454464461234,2.8,1.0,0,H
2021-11-11,Slovakia,Slovenia,-50.53212370589972,-0.3999999999999999,0.5,0,D
2021-11-11,Malta,Croatia,-43.69885027284522,-1.4000000000000001,0.0,0,A
2021-11-11,Russia,Cyprus,125.19676234469966,2.4,1.0,0,H
2021-11-11,Greece,Spain,-27.548518918458285,-0.40000000000000013,0.5,0,A
2021-11-11,Georgia,Sweden,-107.96256201734604,-1.7999999999999998,0.0,0,H
2021-11-11,Republic of Ireland,Portugal,-114.95578743150304,-1.4,0.0,0,D
2021-11-11,Australia,Saudi Arabia,-28.06294086156163,-0.6000000000000001,0.5,0,D
2021-11-11,Vietnam,Japan,-89.576128955988,-1.8,0.5,0,A
2021-11-11,South Korea,United Arab Emirates,4.3196586291855965,1.0000000000000002,0.5,0,H
2021-11-11,Czech Republic,Kuwait,74.35386231280359,0.8,0.5,0,H
2021-11-11,Kyrgyzstan,Singapore,39.56440410998266,1.55,0.5,1,H
2021-11-11,Serbia,Qatar,32.60007516317978,2.4,1.0,0,H
2021-11-11,Ukraine,Bulgaria,38.910047401607244,-0.6000000000000001,0.5,0,D
2021-11-11,Uganda,Kenya,-10.408692275266503,0.6000000000000001,0.5,0,D
2021-11-11,Rwanda,Mali,-42.08414619708992,-1.2,0.0,0,A
2021-11-11,China,Oman,-17.87477724034966,-0.6000000000000001,0.5,1,D
2021-11-11,Ethiopia,Ghana,-19.842284193523028,-0.8,0.0,1,D
2021-11-11,Congo,Namibia,-20.820800046631575,0.19999999999999996,0.5,0,D
2021-11-11,Togo,Senegal,-106.47686072433225,-1.8,0.0,0,D
2021-11-11,Tanzania,DR Congo,4.341364964531067,0.8,0.5,0,A
2021-11-11,Benin,Madagascar,48.10231890119667,0.5999999999999999,1.0,0,H
2021-11-11,Lebanon,Iran,-102.9056017550522,-1.0,0.5,0,A
2021-11-11,Iraq,Syria,64.30735716992399,0.39999999999999997,0.5,1,D
2021-11-11,South Africa,Zimbabwe,119.96035048120348,2.0,0.5,0,H
2021-11-12,Moldova,Scotland,-141.9377351119383,-2.4,0.0,0,A
2021-11-12,Denmark,Faroe Islands,137.70326382513645,2.4,1.0,0,H
2021-11-12,England,Albania,94.27965048722672,0.40000000000000013,1.0,0,H
2021-11-12,Austria,Israel,7.258360236116232,-0.6000000000000001,0.0,0,H
2021-11-12,Hungary,San Marino,143.72844379706362,0.8,1.0,0,H
2021-11-12,Uruguay,Argentina,-85.32464772079788,-1.2000000000000002,0.0,0,A
2021-11-12,Northern Ireland,Lithuania,11.317738786580094,0.7999999999999999,1.0,0,H
2021-11-12,Andorra,Poland,-109.07169325460177,-1.4000000000000001,0.0,0,A
2021-11-12,United States,Mexico,35.94043642255451,0.3999999999999999,1.0,0,H
2021-11-12,Italy,Switzerland,64.24288694131315,-0.6000000000000001,1.0,0,D
2021-11-12,Honduras,Panama,-73.03296852962421,-0.9999999999999999,1.0,0,A
2021-11-12,El Salvador,Jamaica,1.682076690181475,-0.4,0.5,0,D
2021-11-12,Djibouti,Algeria,-123.15240874637288,-2.6,0.0,1,A
2021-11-12,Gabon,Libya,30.45496176376537,-0.3999999999999999,0.0,0,H
2021-11-12,Angola,Egypt,-81.4572558754187,-1.4000000000000001,0.0,0,D
2021-11-12,Burkina Faso,Niger,77.29644338607386,1.4,1.0,1,D
2021-11-12,Morocco,Sudan,97.21071619070494,2.0,1.0,0,H
2021-11-12,Canada,Costa Rica,105.73385511569313,0.8,1.0,0,H
2021-11-12,Guinea,Guinea-Bissau,19.06492933195068,-0.19999999999999996,0.5,0,D
2021-11-13,Ivory Coast,Mozambique,107.9115962932749,1.8000000000000003,0.5,1,H
2021-11-13,Turkey,Gibraltar,90.22836673309439,1.6,1.0,0,H
2021-11-13,Norway,Latvia,74.32505159540642,1.4000000000000001,1.0,0,D
2021-11-13,Montenegro,Netherlands,-70.0636968330864,-1.6,0.0,0,D
2021-11-13,Wales,Belarus,100.07987032634014,1.8,1.0,0,H
2021-11-13,France,Kazakhstan,173.9325413084198,1.8000000000000003,1.0,0,H
2021-11-13,Bosnia and Herzegovina,Finland,-12.911731261037403,0.40000000000000013,0.5,0,A
2021-11-13,Malawi,Cameroon,-80.50106665569297,-1.4,0.0,1,A
2021-11-13,Belgium,Estonia,141.3079343450188,1.0,1.0,0,H
2021-11-13,Cape Verde,Central African Republic,64.99604378122467,0.5999999999999999,0.5,0,H
2021-11-13,Equatorial Guinea,Tunisia,-41.623856070549664,-1.2000000000000002,0.0,0,H
2021-11-13,Zambia,Mauritania,5.828820575901091,0.19999999999999996,1.0,0,H
2021-11-13,Sri Lanka,Seychelles,-27.616188789943408,0.06666666666666671,0.5,0,A
2021-11-13,Bangladesh,Maldives,-23.779658022860986,-0.19999999999999996,0.0,1,H
2021-11-13,Sierra Leone,Comoros,-8.568302914286733,0.40000000000000013,0.5,1,A
2021-11-13,Nicaragua,Cuba,-9.823574268306857,-0.40000000000000013,0.0,0,H
2021-11-13,Burundi,Myanmar,37.15012083194733,1.4,0.5,1,H
2021-11-13,Liberia,Nigeria,-46.09679485236097,-1.2000000000000002,0.0,1,A
2021-11-14,Greece,Kosovo,78.57526216898145,1.2,1.0,0,D
2021-11-14,Croatia,Russia,-27.8087212379819,-0.3999999999999999,0.5,0,H
2021-11-14,Malta,Slovakia,-25.007707251144666,-0.8,0.5,0,A
2021-11-14,Armenia,Germany,-78.33933502152058,-2.6,0.0,0,A
2021-11-14,Liechtenstein,Romania,-82.04834380943521,-1.4000000000000001,0.0,0,A
